Churn,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,PercChangeMinutes,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,CallWaitingCalls,UniqueSubs,ActiveSubs,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,HandsetRefurbished,HandsetWebCapable,BuysViaMailOrder,RespondsToMailOffers,RetentionCalls,RetentionOffersAccepted,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating
0,62,30,0.5,-22,3.7,0,0,6.8,6.3,0,16.7,19.7,0,1,1,2,2,433,36,38,1,1,1,1,0,0,0,8,0,4
0,243,57,0.99,24,14.3,2.3,0,74.4,20,20.3,81.7,27.7,0.3,1,1,1,1,211,32,58,0,1,1,1,0,0,0,15,0,5
0,1018,58,0,677,83,8.3,0.7,37.3,12,0,89.7,51,1,1,1,5,5,255,24,0,0,1,1,1,0,0,0,5,0,1
1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,767,38,32,0,1,0,0,0,0,0,15,0,2
1,108,30,0.5,10,6,0,0,48.7,5.3,0,37.7,17.7,2.3,1,1,3,3,181,0,0,1,1,0,0,1,1,0,1,1,3
0,179,40,0.5,-79,0,0,0,0,0,0,0,0,0,3,3,1,1,301,0,0,0,1,0,0,0,0,0,15,0,2
0,960,52,1.24,412,19.7,0,0,114.3,33.3,6.3,54.3,127.7,2.7,1,1,1,1,438,26,0,0,1,0,0,0,0,0,15,0,2
0,1792,68,0.5,-72,0,0,0,0,0,0,0,0,0,1,1,1,1,405,26,22,0,1,0,0,0,0,0,15,0,3
1,159,45,0,-158,9.3,0.7,0,3,6.3,0.3,24.7,17.3,0,3,3,1,1,776,28,0,0,1,1,1,0,0,0,15,0,1
0,821,9,1.24,37,36.7,4,0,345.4,49,10.7,189.7,74,1.7,3,2,2,2,11,32,72,0,1,0,0,0,0,0,8,0,1
1,973,60,1.24,109,96.7,2.3,0.3,138.2,114,18.3,223.7,218.3,8,2,1,1,1,806,0,0,0,0,0,0,0,0,0,15,0,1
1,450,35,1.73,-450,33,0.7,0.7,86.8,82,1.7,121.7,153.3,1.7,1,1,5,4,340,46,54,1,1,1,1,0,0,0,8,0,5
1,257,45,0,-118,13.3,0.7,0,13.2,9,4,32.3,32.3,0,2,2,1,1,312,64,58,0,1,1,1,0,0,0,15,0,2
0,962,69,0,39,62.7,21,0,223,61.7,57.7,237,88.3,2.7,2,2,3,2,38,48,46,0,0,1,1,0,0,0,15,0,4
0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,467,0,0,0,1,0,0,0,0,0,15,0,3
0,740,44,0,-32,153.7,1,0,117.6,40.3,16.3,203,306.3,6,3,3,4,4,23,44,42,0,1,0,0,0,0,0,8,0,3
0,1116,11,4.21,-156,31.7,0.7,0,106,27.7,7,263,90.3,12,2,2,2,2,488,32,30,0,1,1,1,0,0,0,8,0,1
0,1106,45,0.25,202,131.7,5.3,15,169.1,34.7,21.3,110.3,181,0,1,1,1,1,205,0,0,0,1,0,0,0,0,0,15,0,4
0,24,17,0,9,1,0,0,0.1,3,0,12.3,3,0,1,1,1,1,580,42,44,0,0,1,1,0,0,0,15,0,2
1,112,30,0.25,161,16,0,0,20.1,7,1.3,13,19.7,0.7,2,1,1,1,437,28,0,1,1,0,0,0,0,0,15,0,1
0,248,28,2.23,-248,13.3,0,0,45.5,4.7,4.7,51.3,28,1.3,2,1,1,1,240,0,0,0,1,0,0,0,0,0,15,0,5
0,66,32,0.99,-3,0,0,0,0,0,0,0,0,0,2,2,2,1,625,56,54,1,1,1,1,1,0,0,0,1,2
0,158,30,0.25,67,3,0,0,17.1,1.7,1.3,43.3,20,0,1,1,5,4,310,54,0,0,1,0,0,0,0,0,0,0,3
1,1315,46,0,-90,65,7,0,274.9,94,24.3,90.7,185,3.3,1,1,1,1,327,54,50,0,1,1,1,0,0,0,15,0,2
1,210,35,0,-28,35.3,6,0,27.9,3,0.3,88,20,1,1,1,1,1,967,42,38,0,1,1,1,0,0,2,15,0,3
0,29,17,0,53,0,0,0,0,0,0,1,0,0,1,1,1,1,942,42,34,0,1,0,0,0,0,0,15,0,1
0,1684,95,0.25,261,85.7,11,0.3,580.3,40.3,6.7,172.7,161.7,2.7,1,1,3,3,77,22,0,0,1,0,0,0,0,0,3,0,2
0,175,60,0,22,11.3,0,0,59.5,24.3,11,70.3,18,0,2,2,4,3,147,32,0,0,1,0,0,0,0,0,3,0,2
0,39,57,0,47,11.7,0,0,10.5,3.7,1.3,17,4.7,0,2,2,1,1,509,44,44,0,0,1,1,0,0,0,15,0,1
1,164,45,0,8,16,0,0.3,0,0,0,35.3,9.7,0,3,1,1,1,893,54,52,0,1,1,1,0,0,0,15,0,1
1,1522,62,0,-152,69.3,1,1.3,184.3,39,5,31.3,112.3,1.3,1,1,1,1,259,0,0,0,1,0,0,0,0,0,15,0,3
1,536,45,0,-125,25,0,0,58.6,32.7,18,99.3,56.3,1.3,1,1,2,2,177,0,0,0,1,0,0,0,0,0,13,0,4
0,486,50,0.25,-7,8.3,9.7,0,10.1,1,0,20,10.3,0,1,1,1,1,1002,42,38,0,1,1,1,0,0,0,15,0,1
1,504,30,0.99,-11,12.7,0,0,42.3,19,0.3,49.3,49.3,0,1,1,1,1,444,20,58,0,1,1,1,0,0,0,15,0,4
0,894,57,0,-178,22,1.3,0,272.7,48.7,18.3,265.7,41.7,5.7,2,2,2,2,852,26,0,0,0,0,0,0,0,0,8,0,1
0,56,40,0,4,1,0,0,0.7,2.3,0,18.3,8,0,1,1,1,1,502,64,62,0,1,1,1,0,0,0,15,0,2
0,732,95,2.23,58,52,0,0,127.2,58,16.3,256,30,2.3,2,2,1,1,738,34,34,0,1,0,0,0,0,0,15,0,2
1,657,60,1.24,163,5,2.3,0,54.9,3.7,1.3,36.7,26.3,0.3,2,1,2,2,27,0,0,0,1,0,0,0,0,0,14,0,2
0,97,17,0,7,13,0,0,8.3,0,0,13,24.7,0,1,1,3,3,524,70,66,0,1,1,1,0,0,0,8,0,2
0,548,45,0,0,26,6,3.7,92.8,27.3,12.3,63.3,44.7,0.3,2,2,4,3,9,58,56,1,1,1,1,0,0,0,2,0,2
1,250,10,0.74,103,17,2,0,36.4,55.3,1,92.3,20.7,1,4,2,1,1,409,0,0,0,0,0,0,0,0,0,15,0,3
0,58,31,0,-58,2,0,0,0,0.3,0,12,2.7,0,1,1,1,1,207,48,44,0,1,1,1,0,0,0,15,0,2
0,328,60,0,-16,28,0,0,102.4,15.3,4,125.3,59.3,0,1,1,3,3,48,0,0,0,1,0,0,0,0,0,5,0,7
0,382,75,0,44,18,0,0.3,163.2,8.3,1.7,152.7,20.7,0.3,1,1,2,2,254,34,0,0,1,1,1,0,0,0,8,0,1
0,658,10,0,239,41.7,4,0.3,198.6,19.3,12.7,86.7,157.3,0,2,2,1,1,234,38,36,0,1,1,1,0,0,0,15,0,2
0,362,70,0,-212,47,1,1.3,111.3,8.3,0,32.3,106,0.7,1,1,1,1,190,36,32,0,1,0,0,0,0,0,15,0,2
1,618,60,2.72,38,74,2.7,0,82.8,46.3,8.3,119,89.7,0,1,1,3,2,302,26,0,0,1,0,0,0,0,0,10,0,2
1,262,20,3.63,-11,20.7,0,0,65.5,21.3,0.7,57.7,54.3,0.3,1,1,2,2,283,0,0,0,1,0,0,1,0,0,14,1,7
0,84,40,0.5,38,0,0,0,0,0,0,0,0,0,2,2,1,1,398,22,24,0,1,1,1,0,0,0,15,0,2
1,36,55,0,12,6,0,0,0.5,1,0,3.7,2.3,0,3,1,1,1,354,66,66,0,1,1,1,0,0,0,15,0,2
0,449,35,1.49,404,46.3,0.7,0.7,148.9,14,0.7,140,81,2,1,1,1,1,593,62,54,0,1,1,1,0,0,0,15,0,3
1,236,35,0,-210,5.3,6.3,0.7,10.1,3.7,0.3,33,25,0,2,1,2,2,132,54,54,1,1,0,0,0,0,0,2,0,3
1,1792,82,0.74,-296,77.3,0.7,0,475.6,107.7,4.3,226.3,216.7,15.3,1,1,1,1,201,46,46,0,1,1,1,0,0,0,15,0,2
0,769,50,0,387,47.7,6.3,0,207.3,40,18,112.3,231.7,10,1,1,1,1,261,0,0,0,1,0,0,0,0,0,15,0,7
0,1992,40,0.74,37,86.7,52,5.7,321.8,46.7,10,191,228.7,0.7,1,1,2,2,302,0,0,0,1,0,0,0,0,0,2,0,7
1,215,30,0,-91,19.7,1,0,26,1,0,31,14.3,0,1,1,1,1,675,40,32,0,1,0,0,0,0,0,15,0,2
1,569,19,0.5,-569,49.7,0.3,0,266.6,81.3,42.3,106,159.3,5,1,1,3,3,429,0,0,1,1,0,0,0,0,0,10,0,6
0,1258,44,0.74,-661,43,4,0.7,518.7,46.7,1.3,166.7,257.7,11.3,1,1,1,1,373,44,0,0,1,0,0,0,0,0,15,0,2
0,262,45,0,-214,5.3,1,0,6.4,18.7,3.3,45.7,25.3,0,3,3,2,2,435,54,54,1,1,0,0,0,0,0,8,0,3
0,1077,85,0.74,154,59.3,0,0,239.3,15.3,0,270.3,141.3,5.7,2,1,1,1,467,44,40,0,1,1,1,0,0,0,15,0,2
0,460,45,0.5,215,16.7,2,0.3,165.6,25,7.3,84.3,43.7,1.3,1,1,1,1,192,36,0,0,1,0,0,0,0,0,15,0,4
0,374,95,0,-206,20,0,0.7,163.2,19,5.7,65.3,50,1,2,2,2,2,587,50,46,1,1,1,1,0,0,0,8,0,3
1,123,30,0,-23,4.7,0,0,31.7,6,0,40,7,0,1,1,1,1,515,44,44,0,1,0,0,0,0,0,15,0,2
0,596,75,1.73,-38,27.3,0,0.3,121.8,33,5,240.3,31.7,3.7,1,1,4,4,85,50,0,0,1,1,1,0,0,0,3,0,1
0,238,45,0,-99,9.7,0,0.3,85.6,2.3,0.3,37.3,20.7,0,1,1,1,1,217,24,0,0,1,0,0,0,0,0,15,0,2
0,573,50,0,-23,68.3,47.7,0,123.3,11,3.3,202.3,65.7,2.7,2,2,1,1,635,76,62,0,1,1,1,0,0,0,15,0,4
0,1343,55,0,-892,10,0,0,1016.3,19,5.3,41.3,58,0.7,1,1,2,2,451,32,0,0,1,0,0,0,0,0,13,0,2
1,209,30,0,116,31.7,0.7,0,25.8,14,0,29,26.7,0,1,1,4,3,252,0,0,1,1,0,0,0,0,0,1,0,2
1,468,85,0.25,-118,26.7,0,1,118,29,12,111,50.7,0,1,1,2,2,274,0,0,0,1,0,0,0,0,0,14,0,1
1,22,10,0,13,0,0,0,0,0,0,0,0,0,2,2,2,1,405,28,24,0,1,0,0,0,0,0,3,0,2
1,60,50,0,-60,1.7,0,0,0,5.3,0,12,2.7,0,1,1,1,1,634,44,42,0,1,1,1,0,0,0,15,0,3
1,186,52,0.25,-52,0,0,0,0,0,0,0,0,0,2,1,1,1,287,44,0,0,1,0,0,0,0,0,15,0,4
0,1534,90,2.23,184,35.3,2,0,545.5,64.3,19.3,239,210,11,1,1,3,3,210,30,0,0,1,0,0,0,0,0,5,0,5
1,88,33,0,-88,1.3,0,0,0,0,0,2,0,0,1,1,1,1,1167,42,40,1,1,1,1,0,0,0,15,0,1
1,416,40,0,-12,9.3,1,0,58.6,22.3,8,41.3,30.7,0.3,1,1,1,1,327,24,0,0,1,0,0,1,0,0,15,1,2
0,30,40,0,-30,0,0,0,0,0,0,0,0,0,2,2,1,1,377,0,0,0,1,1,1,0,0,0,15,0,3
1,61,30,0,-27,8.7,1.3,0.3,5,15.3,1.7,30,7,0,1,1,1,1,550,28,0,1,0,0,0,0,0,0,15,0,5
0,173,32,2.48,-3,5.7,0,0,41.3,7.3,0.3,43,20,0,2,1,7,4,33,46,44,0,1,0,0,0,0,0,2,0,1
0,675,50,0,198,23.7,9.7,1,96.8,18,14.7,77,128.3,2,2,2,5,3,236,54,44,0,1,1,1,0,0,0,3,0,2
0,2304,75,1.24,34,120.3,3.3,3.7,638.3,103.3,138,761.7,766.7,41.3,1,1,2,2,409,0,0,0,1,0,0,0,0,0,3,0,7
0,95,45,0,-6,5,0,2.3,0,1.3,0,15.7,15.3,0,1,1,1,1,285,52,0,0,1,0,0,0,0,0,15,0,2
0,188,30,0.25,70,2.7,0,0,18.7,34.7,3,38.3,19,0,1,1,4,2,881,34,0,0,0,0,0,0,0,0,8,0,3
0,7,30,0,-2,0,0,0,0,0,0,1.3,0.3,0,1,1,1,1,567,0,0,0,0,0,0,0,0,0,15,0,2
0,89,30,0.5,-17,13,0,0,6,1.3,0,27.3,1.3,0,1,1,2,1,449,48,48,0,1,1,1,0,0,0,13,0,3
1,1134,8,0.74,271,5,0,0.3,314.9,63.3,47.3,144.7,149.7,0.3,2,2,1,1,344,34,0,0,1,0,0,0,0,0,15,0,3
0,60,19,0.5,114,0,0.3,0,2.6,0.3,0,6.7,3,0,1,1,1,1,444,44,28,0,1,0,0,0,0,0,15,0,5
1,530,50,0,-1,30,0,0.3,141.7,51.7,16.7,54.7,87,0.7,1,1,1,1,388,0,0,0,1,0,0,0,0,0,15,0,7
1,168,51,1.98,348,24.7,1.7,0,8.7,17.3,2.3,40.7,14,0,1,1,1,1,317,34,0,0,1,0,0,0,0,0,15,0,3
0,552,50,0,-45,13,0,0,393.7,7,0,57.3,47.7,0,1,1,2,1,367,58,54,0,1,1,1,0,0,0,13,0,2
0,171,17,0,172,5.7,1.3,0,2.6,1,0,10,5,0.3,1,1,1,1,467,30,28,0,1,1,1,0,0,0,15,0,1
0,3067,60,1.49,440,92.7,3.3,2.7,413.4,119,27.7,111.3,276.7,12.3,2,1,1,1,304,54,50,0,1,1,1,0,0,0,15,0,2
0,769,61,0.25,-370,57,0,0,223.9,31.3,3.3,113.7,48.7,0.7,1,1,2,2,105,36,48,0,1,0,0,0,0,0,14,0,2
0,154,40,0,-26,7.7,0,0,72.9,23.7,18.3,24.3,27.3,0.3,1,1,1,1,402,50,22,0,1,0,0,0,0,0,15,0,2
0,61,27,0.74,-48,9,0.7,0,0,1.7,0,15.7,2.3,0,1,1,2,2,274,38,34,0,1,0,0,0,0,0,8,0,2
1,59,43,0,-59,5.3,2.7,0,45.8,6.7,0.7,24.7,10.7,1.3,2,1,1,1,319,40,0,0,1,0,0,0,0,0,15,0,6
0,223,45,0,15,25.7,0,0,42.6,11,5.3,74,28.7,0,4,1,1,1,243,42,0,0,0,0,0,0,0,0,15,0,3
0,54,57,0,-1,7.7,0,0,2.5,5,0.3,21,13.3,0.3,2,2,2,2,786,0,0,1,1,0,0,0,0,0,8,0,1
0,239,30,0,-135,28.3,0.3,0.3,13.1,16.7,2,58,32.3,0.7,1,1,1,1,670,52,46,0,1,1,1,0,0,0,15,0,2
0,486,72,0.5,117,15,0.3,0,158.4,14.7,4.7,71,20.3,0.3,3,1,1,1,190,0,0,0,1,0,0,0,0,0,15,0,4
1,148,45,1.24,-32,10.7,0,0,3.7,0.3,0.3,30.3,14,0,1,1,2,2,229,72,72,0,1,1,1,0,0,0,13,0,2
0,810,45,2.72,-198,72.3,3.7,0,17,6,0.3,84.3,99.3,0.3,1,1,2,1,195,34,32,0,1,0,0,0,0,0,14,0,4
0,210,30,0.5,204,11.3,0,0.3,32.9,14,2,41.7,33.7,0,1,1,2,2,143,50,20,0,1,0,1,0,0,0,8,0,2
0,93,70,0,32,9,0,0.3,2.4,8,2,23.3,12.3,0,2,2,1,1,316,30,30,0,1,0,0,0,0,0,15,0,2
1,974,27,3.71,-884,15.3,4.7,0,44.1,14,0,65.7,39,1,2,1,1,1,184,0,0,0,1,0,0,0,0,0,15,0,6
0,166,40,0.25,-4,0,0,0,0,0,0,0,0,0,2,2,1,1,309,30,0,0,1,0,0,0,0,0,15,0,5
0,549,40,0.99,965,26,0,1,22.4,63.3,8,21.3,121.3,2,2,2,3,2,37,60,32,0,1,1,1,0,0,0,8,0,6
1,176,70,0,208,4.3,0,0,47.4,6.7,0.3,36.3,10.7,0,2,2,1,1,703,42,44,0,1,1,1,0,0,0,15,0,1
0,1943,99,2.97,-20,44.3,11.7,0.3,577.6,77.3,5.3,227,103,3.7,1,1,4,4,20,40,40,0,1,0,0,0,0,1,3,0,6
1,644,10,0.25,-124,15,0,0,128,48,10,177.7,46.7,0.3,2,2,2,2,829,34,26,0,1,0,0,0,0,0,0,0,2
0,785,55,2.23,391,58.3,0,0.3,149.3,111.7,20.7,212.7,138,0,1,1,4,2,106,24,0,0,1,0,0,0,0,0,3,0,7
1,102,27,0,53,11,0.3,0.3,7.5,7,0,31,13,0,1,1,1,1,833,50,0,0,1,0,0,0,0,0,15,0,2
0,593,50,5.45,314,24.7,2.3,0.7,116.1,7.7,0,116,17.7,0,2,1,2,2,24,38,0,0,0,1,1,1,1,0,3,1,2
0,104,40,0.25,-12,4,0.7,0,6.6,17.3,1,21,39,0,3,3,1,1,491,48,50,0,1,1,1,0,0,0,15,0,2
0,1408,70,0,-142,37.7,0,0.7,62.3,6.7,3.3,99,74.3,0.7,1,1,1,1,507,62,72,0,1,1,1,0,0,0,15,0,2
0,624,60,2.72,334,29,0,4.7,237.9,46,9.3,127.7,85.3,0,1,1,1,1,316,50,0,0,1,0,0,0,0,0,15,0,2
0,329,40,0.74,-2,28.3,0.3,0.3,64.8,41.3,10.7,147,41.3,0.7,1,1,4,2,271,56,48,0,1,0,0,0,0,0,14,0,5
0,319,30,0,11,28.3,7.7,0,69.5,11,2.7,93,21,1,1,1,2,2,101,50,42,0,1,1,1,0,0,0,8,0,1
0,453,70,3.46,-61,21,0.3,0,84.2,46,12.3,126,70,1.7,1,1,1,1,265,36,0,0,1,0,0,0,0,0,15,0,2
0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,710,48,20,0,1,0,0,0,0,0,15,0,2
1,388,55,0.5,-36,30.7,4.3,0.3,30.7,28.7,2.3,60.3,78,0,1,1,2,2,331,34,32,0,1,1,1,0,0,0,2,0,3
1,1025,39,3.46,629,67,4,0.7,238.5,37.7,23.7,226,224.3,6,2,2,3,3,153,66,0,0,1,1,1,0,0,0,14,0,3
1,1282,85,2.97,22,43,4.7,0.3,189.5,97.7,19.7,343,56,2.3,2,1,3,3,424,0,0,0,1,0,0,0,0,0,13,0,5
0,742,30,0,-226,50.3,1,0,86.5,56,9.3,41.3,150.7,2,1,1,1,1,789,46,22,0,1,1,1,0,0,0,15,0,1
1,1578,44,0.5,-87,34,2.3,0.3,618.6,62.7,53.7,45,150.3,8.3,2,1,1,1,272,0,0,0,1,0,0,0,0,0,15,0,7
0,867,75,3.22,0,34.7,1,0,212,43.3,2.7,112.7,81.3,0,1,1,2,2,403,30,0,0,1,0,0,0,0,0,8,0,5
0,1426,95,2.23,-138,70.3,0.7,0,353.2,25.3,49,388,79.3,4.3,2,2,2,2,216,0,0,1,1,0,0,0,0,0,5,0,2
0,335,45,0.25,57,11,0.3,0.3,58,32,5.3,91.7,48.7,0.3,1,1,2,2,200,36,0,0,1,0,0,0,0,0,1,0,2
0,624,50,7.92,62,18.7,0,0,150.3,64,11.3,219.3,30,4,2,2,2,2,144,0,0,0,1,0,0,0,0,0,8,0,3
0,256,60,0,0,28.7,0,1.3,74.1,22.3,10.3,86.3,26.3,1,2,2,1,1,745,32,32,0,1,0,0,0,0,0,15,0,4
0,244,60,0,-152,46,0,1.3,56.6,17,0.7,118.3,44.7,2.7,1,1,1,1,265,70,60,0,1,1,1,0,0,0,15,0,4
1,380,10,0.5,-206,0,0,0,0,0,0,0,0,0,2,2,1,1,459,28,0,0,1,0,0,0,0,0,15,0,2
0,448,70,0.25,-202,32,17.7,0,24,20.3,1.3,77.7,77.7,1.3,1,1,1,1,236,74,70,1,1,1,1,0,0,0,15,0,2
0,250,45,0,-57,9,0,0,157.6,2.3,0,17.7,13.3,0,1,1,1,1,189,0,0,0,1,0,0,0,0,0,15,0,2
0,539,40,1.24,-25,27.7,5.3,1.7,84,42,1.3,155.3,97,0,3,1,15,4,168,0,0,0,1,0,0,1,1,0,8,1,3
0,103,53,0,-71,22,0,0,12.2,2.3,0,24.7,3.3,0,1,1,3,3,81,70,66,0,1,1,1,0,0,0,0,0,1
0,697,45,0.66,-209,20.7,0,0,91.2,34.3,4,35.7,54,2.3,1,1,1,1,928,32,0,0,1,0,0,0,0,0,15,0,3
0,2309,95,6.19,-387,75.7,6,0,840.7,301.7,134.7,291.7,544.7,19.3,2,2,2,2,150,0,0,0,1,0,0,0,0,0,14,0,2
0,464,50,0.74,34,18.7,1,0,69.1,14,0,118.7,26.7,0.7,1,1,3,2,89,40,0,0,1,0,0,0,0,0,8,0,1
1,281,30,0.5,-14,36.3,0,0,22,14,0,96,28.7,0,1,1,1,1,738,44,44,0,1,0,0,0,0,0,15,0,3
0,56,10,0,16,1.3,0,0,14,2.3,0.7,17,9.3,0,2,2,1,1,586,54,0,0,1,0,0,0,0,0,15,0,3
0,114,40,0.25,-43,15,0,0,34.4,34.7,19,52.7,19.3,0.7,1,1,1,1,359,42,42,0,1,1,1,0,0,0,15,0,5
0,834,45,0.25,-126,22.3,6.7,0.3,204.2,29.3,0.3,67,153.3,3,1,1,1,1,204,0,0,0,1,0,0,0,0,0,15,0,2
1,220,22,0,-11,29.3,5.7,0.3,2.4,3.3,0,23,32.7,0,1,1,1,1,303,52,52,0,1,0,0,0,0,0,15,0,3
1,174,40,0,-74,11,2,0,26.6,2.3,0,25.7,14,0.3,1,1,4,2,112,36,26,1,1,1,1,0,0,0,14,0,2
1,682,75,0.25,69,17.3,1,0.3,109.1,22.7,4,94,60,1.7,1,1,3,2,73,32,32,0,1,1,1,1,1,0,13,1,3
1,54,20,0,-54,2.3,0,0,5.9,0.7,0,11.7,6,0,1,1,2,2,618,58,56,0,0,1,1,0,0,0,8,0,2
0,783,75,0,641,28.7,0,0.3,253.1,33,1,179.7,76,0,1,1,1,1,500,0,0,0,1,0,0,0,0,0,15,0,5
0,987,64,8.17,-127,102.3,7.7,2.3,199.6,40.3,13,153.7,217.3,4.3,1,1,4,3,52,0,0,1,1,0,0,0,0,0,5,0,7
0,171,45,0,136,17,0,0,31.1,31,8,31.3,42,0,1,1,1,1,234,36,0,1,1,0,0,0,0,0,15,0,4
0,1029,55,1.98,11,34.7,33.7,1,31.3,20.7,1,91,80.7,0,1,1,2,2,522,56,46,0,1,1,1,0,0,0,8,0,1
0,88,30,0.25,14,3.7,0.3,0,14.5,7.3,1.7,23,9.3,0.3,1,1,5,5,674,76,0,0,1,0,1,0,0,0,8,0,1
0,316,45,0,-228,2,10.7,0,61.8,26.7,4.7,115.3,78.7,0,1,1,1,1,258,0,0,0,1,0,0,0,0,0,15,0,7
0,704,70,3.46,111,28.3,0,0,132,35,19.7,69,176.3,4,1,1,2,2,92,36,0,1,1,0,0,0,0,0,5,0,3
1,1340,70,3.71,84,51,8.7,0,407.9,24,0,142,143.7,4.3,1,1,1,1,315,54,52,0,1,1,1,0,0,0,15,0,5
0,225,46,0,180,0,0,0,0,0,0,0,0,0,5,1,1,1,400,58,26,0,1,1,1,0,0,0,15,0,2
1,687,40,0.99,230,140,22.3,0,186.2,33.3,7.3,169,255,5,2,2,3,2,141,52,58,1,1,1,1,0,0,0,1,0,2
0,446,45,1.73,358,30,1.7,0,105.4,11,8.7,68.7,78,0.3,4,3,2,2,153,0,0,0,1,0,0,0,0,0,0,0,2
0,698,10,1.98,163,39,0,0,95.3,8.3,8.3,129,59,1.3,2,2,2,2,102,0,0,0,1,0,0,0,0,0,0,0,5
0,52,8,0,-52,6,7,0,0,0,0,2.3,4.7,0,1,1,1,1,291,0,0,1,1,0,0,0,0,0,15,0,5
0,1390,133,0.99,-336,26.7,0,1,423.4,60.7,14,355.7,29,7,1,1,3,3,344,28,0,0,1,0,0,0,0,0,14,0,4
0,745,86,0.5,-217,57.3,2,1,157.9,82.7,13.7,258,149.7,1,1,1,4,3,351,46,0,0,1,0,0,0,0,0,2,0,6
0,234,40,2.23,-97,0,0,0.3,49.8,25.7,16.7,79.7,14.7,0,2,2,1,1,392,30,0,0,1,0,0,0,0,0,15,0,3
1,522,10,0.25,110,38.7,0.3,0,73,5,0.7,91,57.3,3.3,3,3,2,2,158,0,0,0,1,0,0,0,0,0,13,0,3
0,1043,79,0.74,369,29,0,0,440.3,32.7,27.3,248.3,121.3,6.3,1,1,3,3,195,34,38,0,1,1,1,0,0,0,3,0,1
0,2336,70,0,-380,194.7,5.7,3.7,549,141,89,174.3,369.3,3.7,1,1,1,1,181,0,0,0,1,0,0,0,0,0,15,0,3
0,338,30,0.5,78,26,0,0,64.5,43.3,12.7,62.7,38.3,2,1,1,1,1,435,34,0,0,1,0,0,0,0,0,15,0,3
0,1371,85,8.41,31,139.7,0,0,184.3,69.3,12.3,197,206.7,1,1,1,2,2,159,54,52,0,1,1,1,0,0,0,2,0,2
0,563,10,0.25,-414,46,0.7,0,115.7,48.3,3.3,103.7,222.7,3.3,3,3,1,1,203,60,60,0,1,1,1,0,0,0,15,0,1
0,334,45,0.5,-42,0,0,0,0,0,0,0,0,0,1,1,1,1,342,44,38,0,1,0,0,0,0,0,15,0,2
1,2384,70,0.74,645,114.7,17.7,1,368.1,22.7,0.7,131,187,2,1,1,1,1,255,26,0,0,1,0,0,0,0,0,15,0,4
0,314,45,2.48,85,40,2.7,0,14.1,47.7,5,122,26,1.3,3,2,3,2,7,0,0,0,1,0,0,0,0,0,8,0,3
0,225,30,0,-27,67,4.3,0.3,33.7,2,0.7,76.3,80.3,0,3,1,4,2,122,38,0,1,1,0,0,0,0,0,3,0,4
0,187,52,0,0,25.7,0,2,28.3,20.7,6,47,54.7,2.7,2,2,1,1,204,38,38,0,1,1,1,0,0,0,15,0,2
1,439,45,0,94,0,0,0,0,0,0,0,0,0,1,1,1,1,435,22,0,0,1,0,0,0,0,0,15,0,2
0,352,45,0,-25,26.7,0,0,42,29.7,2.7,64.7,28.3,0.3,1,1,1,1,392,32,24,0,1,0,0,0,0,0,15,0,3
0,57,30,0,31,3.3,0,0,0.6,1.3,0,26,2.3,0,1,1,1,1,377,34,34,0,1,1,1,0,0,0,15,0,3
0,988,49,2.97,-66,44.7,2.7,0,275.5,46.7,13,82.3,119.3,2.3,1,1,2,2,518,28,0,1,1,0,0,0,0,1,8,0,1
0,384,18,0.74,-384,113.3,11.3,8.7,142.9,75.7,7.7,198.3,176.3,4,1,1,2,1,116,0,0,0,1,0,0,0,0,0,2,0,5
0,74,30,0,-2,10,0,0,0,1.7,0,11.3,6.3,0,1,1,2,1,276,64,64,0,1,1,1,0,0,0,14,0,3
0,812,40,0,131,43.3,5.3,0,253.4,47.7,24.7,171.3,204.3,4.3,1,1,2,2,369,0,0,0,1,0,0,0,0,0,14,0,2
0,268,45,0,-88,41,0,1.7,0.3,4,0,40.3,36,0,1,1,2,2,426,78,72,0,1,1,1,0,0,0,0,0,2
0,1728,52,1.98,-1728,137.3,10,1.3,1108.8,86.7,45.3,586.3,575.7,86.3,1,1,4,3,67,0,0,1,1,0,0,0,0,0,3,0,5
0,866,70,0,-240,18,0,3.7,112.3,35,4.3,95.3,71,1,1,1,1,1,271,50,38,0,1,1,1,0,0,0,15,0,3
1,56,30,1.24,30,3,0,0.7,0,1.7,0,12.7,5,0,1,1,2,2,798,0,0,0,0,0,0,0,0,0,8,0,3
0,599,45,0.25,93,2.7,0,0,182.2,78.3,30.7,121,131,1.3,2,2,2,2,206,40,36,0,1,0,0,0,0,0,2,0,2
0,61,30,0.25,-26,4.3,0,0,28.9,0,0,18.3,6.3,0,1,1,2,2,176,56,52,0,1,1,1,0,0,0,2,0,2
1,450,70,0,26,0,0,0,0,0,0,0,0,0,1,1,1,1,259,42,42,0,1,0,0,0,0,0,15,0,2
